,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
ZNF732,-0.06195087,-0.39982599,-0.384480953,-0.201592848,-0.039692864,-0.084940188,-0.493378371,-0.081140585,-0.475548416,-0.136142612,0.030392542,0.050527468,0.287808508,-0.09149836,1.351882339,0.041325249,0.022995612,-0.037654255,0.207907975,-0.124315195,-0.133310601,-0.154557467,-0.06103057,0.177052364,-0.079338089,-0.029575394,-0.098376103,0.386352748,0.114546604,0.014249821,0.265279591,0.149879351,-0.238095835,0.021713315,0.163052529,0.142736971,-0.16518715,0.226353675,0.47968021,-0.123707362,0.038041729,0.294418097,-0.196065381,0.393888801,0.298796535,-0.451403588,-0.06957034,-0.050917696,-0.139115036,-0.347578526,0.017400332,0.363714635,0.018976104,0.25793314,-1.096743464,-0.163576335,1.239820361,0.130818009,-0.014979567,-0.067618877,-0.018119043,0.11779733,-0.21638155,-0.111706026,9606.ENSP00000415774
ESF1,0.2677432,-0.022879131,0.017685976,0.385214865,-0.205499992,0.01631509,0.127079889,-0.071405441,-0.071373776,0.039687198,0.231952503,-0.134760275,-0.031745505,-0.035825852,0.160254836,-0.21951814,0.06695313,0.131996259,-0.130121201,0.119846456,-0.185961187,-0.098518752,-0.752801836,-0.273856789,-0.022147456,0.203785464,-0.50557816,-0.157054484,0.198882684,-0.198584676,0.069924057,0.162867501,-0.106307968,-0.102519929,-0.340255916,0.291094303,-0.398473591,0.759665966,0.176943123,-0.02752596,-0.191041738,-0.071534194,0.150209263,-0.082549982,0.173656747,0.149105847,0.165719613,0.018247031,0.035312455,-0.187972024,0.156226575,-0.116690896,-0.208192036,-0.025621053,-0.100863874,-0.034684613,-0.243510947,-0.364426464,0.349045008,-0.101836801,0.016671078,-0.107176512,0.397600532,-0.069593504,9606.ENSP00000202816
MAGI3,0.286572218,0.286352843,0.085657813,-0.471143067,-0.141437054,-0.055985875,0.057881057,0.243816942,-0.134149224,-0.038290776,0.015431598,-0.422908723,0.00281534,-0.191802263,0.027163258,0.179421335,0.367505848,0.069354646,0.14731425,0.581155181,-0.231427237,0.14632085,-0.056874141,-0.192155674,0.013907009,0.429633081,0.236396357,0.168642551,-0.09763553,0.141852319,-0.38207072,0.160562038,-0.20468761,0.986960769,0.23060815,-0.188588291,0.01829667,0.155191556,-0.180687085,-0.239073887,-0.29545334,-0.012341961,-0.319956779,-0.08771798,-0.511694491,0.119971782,-0.169841558,0.19145301,0.123337865,-0.381944656,-0.627216458,0.369280964,0.447421879,-0.029787878,0.197935373,0.198807597,-0.115939774,-0.507104754,0.108381286,-0.699326932,-0.332778484,-0.212865084,-0.381579071,-0.329965293,9606.ENSP00000304604
ESYT2,0.137613848,0.03727879,-0.261877537,-0.165289402,-0.112743452,-0.138018414,0.064819403,0.134906054,-0.309344381,-0.265289038,0.29400453,-0.192802697,0.224168062,0.305484086,0.384150088,-0.682694077,-0.008773708,-0.013556466,0.74706918,-0.18759191,0.118687972,-0.099874236,0.052858878,0.042729344,-0.133721754,0.158660248,0.231782421,-0.036818054,0.204124004,0.30762586,-0.512074232,-0.241835728,1.068190694,-0.62885654,-0.058191348,0.064669192,0.627668321,0.06421911,0.553108215,0.242987067,0.157993689,0.059772238,-0.165518701,-0.411842108,0.136907786,-0.013958146,0.064004883,-0.01346779,-0.135392368,-0.081499159,-0.486776114,-0.177644327,-0.019099534,-0.175978705,0.18173489,-0.188873276,0.019011395,0.13775599,0.052650832,-0.078659117,-0.333469599,0.30535084,-0.135982573,-0.185532108,9606.ENSP00000251527
UGT8,-0.055485483,-0.074484125,0.010406053,-0.510247648,0.213694751,-0.031388968,0.096100561,-0.103571989,0.037490487,0.138353661,0.104804233,0.257626921,-0.035242435,0.130288333,-0.196537182,0.211162224,-0.058153111,-0.012134955,0.033641409,-0.017887352,-0.109614328,0.013649113,-0.019705601,0.128891766,-0.293439865,-0.026912281,0.00871599,-0.068982899,0.16311492,0.147492439,0.121078357,0.030515872,0.017485272,-0.091796413,0.216178313,0.039981674,-0.133708537,0.307979017,-0.058257297,0.158181876,0.134162888,0.083468162,-0.232323661,0.153490856,0.074560009,-0.04319223,0.17500478,0.184562579,0.034950465,0.162514418,-0.070464015,-0.335740745,-0.16625227,-0.101583607,0.123681657,-0.05045652,0.055023149,0.072873384,-0.017845714,-0.14945823,0.10199023,0.366380781,0.100205801,0.067710847,9606.ENSP00000311648
NCBP2,-0.828065753,0.46552971,0.319543242,0.185760155,0.365271956,-0.344095975,-0.196525946,0.106433474,-0.107833296,-0.290203303,0.077075601,0.011203174,-0.554254472,0.271569639,0.686457753,0.269798666,0.121899188,-0.150188223,-0.182630837,0.045678683,-0.386802614,0.100331046,-0.148069605,-0.053163521,0.138289794,-0.059104063,0.508143783,-0.573079109,0.005007127,0.0804433,0.110765815,0.259307504,0.292243481,0.282267153,-0.283281147,0.020866098,0.302227855,-0.219418615,-0.126797527,0.288851678,0.223659635,0.126554415,0.330344945,-0.14364323,0.380033791,-0.139029548,-0.744665205,0.487922907,-0.357249677,0.038213622,0.069871984,-0.540626228,-0.079705007,0.169422075,0.1275879,0.385278732,-0.14360781,0.202609196,-0.112639159,0.12637341,0.09819518,-0.187768772,-0.253350228,0.196194023,9606.ENSP00000326806
XPO6,-0.307949334,0.033751417,-0.012687171,0.00576944,-0.309340715,-0.219136357,-0.10572736,0.044755809,0.165344939,-0.319254309,0.189149842,-0.149085537,-0.045246921,-0.000691074,-0.158219174,-0.215197414,-0.674686491,-0.127638146,0.046451978,-0.094015986,-0.549265265,0.092670046,0.143075749,0.326652139,0.197534949,0.366537511,0.039999817,-0.142168969,-0.191474557,0.030456966,0.120282494,0.197915256,0.005155797,0.25456661,0.215782672,-0.13713038,0.216945022,0.022625303,0.138865203,0.141732618,0.111824021,0.184291407,-0.286324501,-0.391045392,0.107224256,0.205392584,-0.132908806,0.002362773,-0.006471789,-0.212563768,-0.281175584,0.178952828,-0.299321175,0.003096425,-0.118034981,-0.049835689,-0.031157797,0.07505472,-0.14512828,0.207780793,1.879215002,0.104475155,-0.425154895,0.071575485,9606.ENSP00000302790
EXOG,0.45591563,0.425775826,-0.404234201,0.187676087,-0.166074708,0.03812062,0.090215974,-0.022314994,0.046492644,-0.523316205,0.194330961,-0.393061459,0.333049029,-0.065644875,0.02900547,-0.279671997,0.165701061,-0.405365497,0.411941797,-0.011440118,0.346232116,-0.17996192,-0.237103239,0.290318847,-0.133860618,-0.008416598,0.233299226,-0.147749707,0.249394938,-0.193008989,0.103234902,-0.250109375,0.236505911,0.507890284,0.135428697,0.09830451,-0.33113566,-0.205247,0.132497624,-0.139865741,0.212821797,-0.349802166,-0.523016989,0.140606508,-0.253293395,-0.303931147,-0.344966143,0.27701205,0.104381286,0.065746829,-0.186458871,-0.047845293,-0.162137449,-0.115567908,0.093660928,-0.308754742,-0.385717124,0.465520114,0.347702265,0.54377985,-0.068851985,0.523481548,0.486369967,0.02582741,9606.ENSP00000287675
AP5S1,-0.071837716,-0.060476396,-0.271333069,0.204229921,0.053196408,0.084050857,-0.125919089,-0.67180711,0.52595216,-0.205794752,-0.156295344,-0.13316071,0.210133091,0.237356395,-0.045658231,0.31854099,-0.310500652,0.341063172,-0.727104366,0.368227035,0.181802258,0.407966018,-0.066113554,-0.793791354,0.20002982,-0.108512163,-0.091240525,-0.349475443,-0.036624521,-0.181280598,-0.372151792,0.175086945,-0.424087077,0.309331149,-0.00432409,-0.088977404,-0.466768324,-0.064430222,0.069032386,-0.323814481,-0.019837366,0.049952645,0.216627702,0.861359,0.205166027,-0.224121898,-0.007549854,0.771376371,0.246531039,0.045051195,0.454978377,0.264727801,-0.356292963,-0.219261438,-0.011075257,0.301793516,-0.30702287,0.067181639,0.114365771,-0.016077193,-0.100880571,0.483346432,0.37617889,0.03991925,9606.ENSP00000481750
ACADS,0.046932459,0.333816737,-0.164624944,-0.031703386,0.245868102,0.115942895,0.284280807,6.44E-05,-0.298083454,-0.24492836,-0.104482763,-0.188957304,-0.127298325,-0.030141082,-0.346718967,0.516912341,-0.008714478,0.268933624,0.115780778,0.037122294,0.486979723,0.628317595,0.077668883,0.072507404,0.047268383,-0.234193742,0.106632702,-0.286470115,0.286736876,-0.156512767,-0.090856835,-0.15501523,0.092710309,-0.184510008,0.140261441,0.21595341,-0.005063962,0.139682293,0.014816472,0.56234616,0.287254691,-0.131531775,0.42267409,-0.278026342,-0.623555422,-0.613422036,0.120537691,0.002878841,0.187747896,-0.368610263,0.02364569,0.056456052,-0.021566888,-0.051566225,-0.090078078,0.567017972,0.041029871,-0.285114825,-0.498863757,-0.008520778,0.18240048,0.061397363,0.163812339,-0.394904822,9606.ENSP00000242592
ZNF441,0.464506924,-0.111661129,-0.026451588,0.058018345,0.420163602,0.002489616,-0.647490501,-0.094582245,-0.231573552,-0.149224967,0.358899713,0.531913519,0.289559394,0.056489546,-0.175685868,0.028251864,0.092751399,0.536861241,0.244003251,-0.56104058,0.228454232,0.337569386,-0.165186524,-0.30050379,0.473340809,0.449770421,0.237534776,0.224056274,-0.397778153,-0.161705315,-0.356765062,-0.200662762,0.054620981,-0.091752842,-0.10298083,0.286030114,0.60730052,-0.03641225,0.096047215,-0.097699217,-0.11941655,-0.135131374,0.198670238,0.414437979,0.12892285,-0.095536321,-0.632650554,0.092941709,0.596708417,0.50889647,0.301738203,0.075370468,-0.333071291,-0.321644366,0.115219146,-0.044626765,-0.084819168,0.133689851,0.237499043,0.12949343,-0.020744853,-0.290927142,0.415139109,-0.165220246,9606.ENSP00000350576
LMNB2,-0.292121649,-0.136859298,-0.226354808,-0.006653842,-0.664261222,0.09162645,0.494243085,-0.147342995,-0.363426745,-0.205483988,-0.317756385,0.132361501,0.045399267,0.032122862,0.120717786,-0.076266564,0.255911112,-0.234524295,0.391098291,0.254328281,-0.327156633,0.521121085,0.345990837,-0.076878458,-0.072409652,-0.288966984,0.076523811,-0.145643502,0.205341741,0.026537906,-0.643777966,0.019878911,0.401273727,-0.319612414,0.398172677,-0.285935283,-0.097392224,0.203860253,-0.033091556,0.533120215,0.246806085,-0.401239872,-0.099811122,0.462680638,0.05285538,-0.050894681,0.227412179,0.113669954,0.20246768,-0.29422316,0.047008481,-0.148202151,0.318337888,0.108114503,0.052989215,-0.174691394,-0.380659282,0.084364638,0.075604163,0.225072473,0.160274372,0.013004802,0.003858632,0.126712009,9606.ENSP00000327054
ZNF280A,0.009906597,-0.436393946,-0.259298325,-0.057077952,0.121928558,0.081936836,-0.223362982,-0.29322654,-0.507815778,8.27E-05,0.057733335,-0.061534174,-0.05457091,0.217992544,1.010443807,-0.128480077,0.076475292,0.018523036,0.236516953,-0.076965109,-0.110182494,0.129417568,0.106503427,0.190350547,-0.163469106,0.000524346,0.003117065,0.471652925,0.173189491,-0.171461985,0.09135206,-0.036982071,-0.017577043,0.134172574,0.003593848,0.145228744,-0.151080146,0.238045499,0.436989099,-0.191793784,0.017485963,0.064754292,0.01015322,0.154587448,0.084181964,-0.317271233,0.029431282,0.117521375,-0.156281084,0.052380063,-0.125915274,0.132726535,0.087780215,0.121553317,-0.977702856,-0.139752239,1.124832869,0.077174999,-0.16578801,-0.092397004,-0.184232473,-0.012471432,-0.020145683,-0.089073233,9606.ENSP00000302855
ENHO,-0.292248875,0.234540686,-0.353790969,-0.08908347,-0.138948262,0.214737982,0.149873137,-0.27148962,-0.235412702,0.167877957,-0.032541554,-0.199653432,0.34783712,-0.015048748,-0.199052766,0.106021538,-0.005479293,-0.185735062,-0.175693214,0.325048149,0.075386584,0.143786788,-0.187627494,0.126303807,0.102154292,-0.350195795,-0.046415068,0.114804603,-0.610242605,-0.138807312,-0.281888485,-0.227817729,-0.366021812,-0.154395193,0.010814864,0.120571129,0.113778897,-0.094687089,-0.121521607,0.039233286,0.007106417,0.130246103,0.111394271,0.089653075,-0.106243506,-0.001956233,0.304664552,-0.163359553,-0.123828329,0.216752142,0.210535169,0.06980481,-0.266282231,0.062739477,-0.210676774,-0.223454699,-0.150438458,0.052969728,0.00809741,-0.044259872,0.090035953,-0.097864822,-0.347189844,-0.103596836,9606.ENSP00000382675
KRR1,0.298311174,-0.036920227,-0.143627092,0.288361251,-0.134558275,-0.125736281,0.114966415,-0.114327319,0.042616718,-0.0397988,0.057153553,0.066742189,-0.047190599,-0.03293277,0.099469729,-0.179563969,0.205850899,0.146747634,-0.034387592,0.088665396,-0.073851682,0.17584756,-0.612404764,-0.10202983,0.007230822,0.093347527,-0.345749795,0.002518153,-0.028001409,0.072973736,-0.20805335,0.148299232,0.186846524,-0.154541567,-0.024538344,0.439939946,-0.080344193,0.635850966,-0.053250376,0.147347555,-0.152682066,0.058057867,0.016220246,-0.282196164,0.114023075,0.179946929,0.115679525,0.147530764,-0.036080878,-0.056508124,0.027602466,-0.127435625,-0.096601456,-0.193010852,0.075760335,0.18817313,-0.050058469,-0.270878643,0.308799922,-0.08076597,0.053679559,0.014598489,0.089976855,0.033636965,9606.ENSP00000229214
CCPG1,-0.075241394,-0.026972193,-0.250656188,0.182350039,0.600247324,-0.112232186,0.193941221,0.035741013,-0.047486104,0.066978157,0.105630241,-0.007291234,-0.122691549,-0.000913253,-0.145419821,-0.026224351,0.025707325,-0.024942417,-0.066301793,-0.079648957,-0.114073075,-0.035810221,0.093121879,0.03635506,-0.246069267,-0.081850469,-0.101926818,0.033902839,-0.081674807,0.147726953,-0.033563152,-0.061998095,-0.108533964,0.040431082,0.067065403,0.077433996,-0.010606887,-0.029047377,0.001187246,0.039007969,-0.042175371,0.080830641,-0.032430187,-0.014495228,-0.140916899,-0.083791114,-0.125761017,-0.12718448,0.195412114,-0.220125943,0.258072644,0.095238276,-0.069165587,0.136845142,0.085486002,-0.063683361,-0.000739809,0.002686285,-0.067408606,0.126594007,-0.039693084,0.164564103,0.058938697,0.311979532,9606.ENSP00000403400
FAM19A1,0.600241423,-0.297073334,0.105618916,0.295607626,-0.510182679,-0.119749658,-0.012119001,0.679011583,0.202965736,0.416686684,0.453404635,0.118029661,-0.231150568,0.195375875,-0.293582886,-0.175602466,0.040355943,0.087602831,0.225929797,0.457011253,-0.261962771,-0.100600958,0.577284336,-0.102282032,0.091468163,-0.308573514,-0.31505847,-0.599483013,-0.374340147,0.377481639,-0.267747283,-0.081493862,-0.213040456,-0.118285008,0.166129932,-0.479234904,0.164569244,0.055079099,0.308614582,-0.27589187,0.012765992,0.225344822,0.45889473,-0.189133167,0.193771586,-0.393055409,0.152354822,0.182694435,0.034330502,-0.023349181,-0.252941251,0.050072785,0.018024113,-0.119613677,-0.26191619,0.482633501,-0.009852805,0.532667339,0.486318856,-0.392544061,-0.045684177,0.042307839,0.288190633,0.204760641,9606.ENSP00000418575
WDR33,-0.06275554,-0.117692761,0.135873839,-0.078412898,-0.057600368,0.064494394,0.082260087,-0.094088249,0.111058727,-0.144955814,0.298564702,0.011562723,0.042007301,-0.020716293,-0.098848999,-0.087412238,0.141162977,0.353307456,-0.141419187,0.101049565,-0.206981227,0.008979353,0.126584485,-0.031265918,-0.034506228,-0.242105186,-0.146840677,-0.034703381,-0.086219139,-0.236993417,-0.16971238,-0.067544848,0.113829486,0.020261152,-0.080286272,-0.141306221,0.023782115,-0.030800445,-0.200252295,-0.071812645,-0.121933877,-0.374308646,0.006142908,0.28265661,-0.000495736,-0.364275694,-0.138288721,-0.10034515,-0.149395809,-0.054971591,0.062750667,0.188875958,0.18272911,0.016548514,-0.154499322,-0.301649392,-0.189642534,-0.117374144,-0.201703757,-0.142237738,0.073384948,0.025787322,-0.23137103,0.098950103,9606.ENSP00000325377
LYZL4,0.244615868,-0.092409268,-0.087319382,0.547877133,-0.098023385,-0.007673847,0.259754002,-0.07975325,-0.475197285,-0.134306669,0.143083751,-0.186301813,-0.031492457,0.17853719,-0.203915194,0.050942294,0.162638232,-0.186691314,-0.055817164,0.03087981,-0.041578643,0.080370583,-0.986047208,0.259222239,0.053009216,0.073368646,-0.376040846,-0.306831241,0.034297943,-0.220488816,-0.078238457,0.018121339,-0.151912779,0.277834356,0.131455988,0.191242382,-0.259956539,1.124094486,0.453501552,0.234797537,-0.310234606,0.217956141,0.050217886,-0.192915186,0.139492899,0.065979913,-0.095412061,0.210047737,0.261281818,-0.213559717,0.162269786,-0.093056217,-0.354539335,-0.139527529,0.454946905,-0.27080074,0.041018944,-0.5189237,0.348654419,-0.281734735,-0.185796052,0.031691544,0.147407755,0.012591299,9606.ENSP00000287748
ASAP3,-0.558658123,0.011420138,-0.184798256,0.15169701,0.185799927,-0.128673092,0.155785441,-0.393710673,0.497296929,0.040289506,0.365998954,0.182637706,0.342755467,0.418977022,-0.215892658,-0.000658199,0.232640803,0.566469431,-0.376872838,-0.087380417,-0.108415015,-0.12432915,-0.140283495,0.095304921,-0.395425171,0.160996497,-0.065849476,-0.050194729,0.4691315,0.301214188,0.10789375,0.001931843,-0.232036844,0.29813984,0.252425969,-0.285153568,0.326886475,-0.119200148,0.58184129,0.205157027,-0.388879895,-0.529764175,-0.107524306,0.154247776,0.228177562,0.07199762,0.359349072,-0.24115628,-0.204010636,0.121599548,-0.020602308,-0.143973723,0.112977706,-0.223219052,-0.059593152,-0.139650777,0.124772318,-0.142006576,0.168086722,0.222738728,-0.129176497,0.122934155,-0.206892043,-0.473855317,9606.ENSP00000338769
SCRIB,-0.056907032,-0.35158661,0.012942921,0.063673005,-0.175180614,0.21065332,-0.559139371,-0.170851678,0.161115453,-0.029171564,0.337591738,-0.147342563,-0.182948545,0.195812523,-0.267761379,0.277197987,0.115398809,0.539865851,0.031643327,-0.026231807,-0.15749082,-0.513777614,0.115794182,-0.15985617,-0.016301662,-0.017972142,0.25247246,0.063279428,-0.283095211,0.162070394,-0.124415927,-0.074735895,-0.384262979,0.207560629,-0.009808624,0.487498909,0.45112282,0.111440718,0.638550103,-0.103355259,-0.164311379,-0.301563799,-0.322899282,-0.026217312,-0.295014173,0.048676468,-0.511787176,-0.102184109,-0.216288,-0.317249715,0.117884032,0.051676363,-0.269702464,0.263661444,0.4312976,-0.219514906,0.264085352,-0.22152622,0.107568689,0.154523954,0.021568969,-0.366266012,0.193638846,0.035502981,9606.ENSP00000349486
APOL4,-0.156153575,-0.469386458,-0.14748998,-0.212042332,-0.064659826,-0.21879603,-0.451157957,0.019411352,0.231569275,0.185575739,0.737273991,-0.200144082,0.300348222,0.496026486,0.202829689,-0.065839514,0.228099331,0.208600834,0.505451858,-0.337333351,0.306643486,-0.275231481,-0.034450844,0.198377937,-0.031160925,0.377678424,0.207212418,-0.335999936,0.042126182,0.041864816,-0.145341218,-0.279989451,-0.274446756,-0.390983403,0.288853288,0.15127106,0.319725603,-0.456814289,-0.074768737,-0.257573009,0.396894008,-0.23805742,0.52334094,0.149083152,0.222428069,-0.257235259,-0.173817724,-0.125366271,0.377016246,-0.006209907,0.144225076,-0.514301598,-0.288904846,-0.065996371,0.032838419,-0.036249608,0.001902721,-0.393560082,-0.222397372,-0.281820446,0.094812661,0.014532082,-0.226392344,-0.167993173,9606.ENSP00000338260
S100A8,-0.227167293,-0.325432688,0.115941137,0.136937246,-0.255849123,-0.0060457,-0.290412456,0.221655533,-0.588043511,-0.432477087,-0.288250357,0.034419674,0.384377182,0.141756624,0.358764589,-0.062322326,-0.192587435,-0.222947061,0.20522511,0.09570279,-0.029945729,-0.315077662,-0.338071704,-0.228040591,0.201501235,-0.067504339,0.234579518,-0.365510166,0.177762851,-0.142970294,-0.021694889,-0.12172436,-0.813984454,-0.405583352,0.342538893,0.168826118,-0.093464144,-0.570423365,-0.571201622,-0.180541456,-0.348537415,0.277909905,0.028545352,0.506375253,0.326273859,0.139885992,0.370971352,-0.048562236,-0.148289517,-0.409799963,0.372235447,0.383183837,-0.266878188,0.359007299,-0.259474248,0.524078667,-0.011282841,0.416331291,0.09205877,0.188201815,0.179490328,0.544588268,-0.369657487,0.148797944,9606.ENSP00000357722
