protein,RNA line ab,RNA type ab,binary_RNA line ab,binary_RNA type ab,one_hot_0,one_hot_1,one_hot_2,one_hot_3
9606.ENSP00000359478,172.2,215.9,1,1,0,0,0,1
9606.ENSP00000319831,10.5,1.7,1,1,1,0,0,0
9606.ENSP00000358120,9.1,1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000359258,29.9,103.5,1,1,0,0,1,0
9606.ENSP00000361990,16.6,30.3,1,1,0,0,1,0
9606.ENSP00000263277,0.5,2.7,1,1,1,0,0,0
9606.ENSP00000412292,10.1,1.9,1,1,1,0,0,0
9606.ENSP00000479060,19.9,55.8,1,1,0,1,0,0
9606.ENSP00000358423,0.2,12,1,1,0,1,0,0
9606.ENSP00000357440,22.2,4.9,1,1,1,0,0,0
9606.ENSP00000363124,15.4,17.2,1,1,0,1,0,0
9606.ENSP00000451406,1.9,1769.5,1,1,0,0,0,1
9606.ENSP00000477707,30.6,58.9,1,1,0,1,0,0
9606.ENSP00000379038,5.1,81.9,1,1,1,0,0,0
9606.ENSP00000299821,58.4,8.8,1,1,0,1,0,0
9606.ENSP00000361900,101.6,8.7,1,1,1,0,0,0
9606.ENSP00000357998,43.5,106.9,1,1,0,1,0,0
9606.ENSP00000362728,22.5,56.6,1,1,0,1,0,0
9606.ENSP00000446007,3.4,13.9,1,1,1,0,0,0
9606.ENSP00000347979,11.6,18.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000426455,154,19.7,1,1,0,1,0,0
9606.ENSP00000398632,1.8,7.1,1,1,1,0,0,0
9606.ENSP00000360626,0,0,0,0,0,0,1,0
9606.ENSP00000314036,0.1,0.2,1,1,0,1,0,0
9606.ENSP00000357022,0,0.5,0,1,1,0,0,0
9606.ENSP00000289361,5.9,4.3,1,1,0,0,1,0
9606.ENSP00000371607,16.9,4.8,1,1,0,1,0,0
9606.ENSP00000329127,0.6,1.2,1,1,0,0,1,0
9606.ENSP00000357178,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000356713,151,49,1,1,1,0,0,0
9606.ENSP00000029410,27.6,16.1,1,1,1,0,0,0
9606.ENSP00000376123,0.7,0.7,1,1,1,0,0,0
9606.ENSP00000408002,30.5,9,1,1,0,1,0,0
9606.ENSP00000365435,0,14.1,0,1,1,0,0,0
9606.ENSP00000410083,6.5,32.9,1,1,0,0,1,0
9606.ENSP00000431603,0.2,1.3,1,1,1,0,0,0
9606.ENSP00000419765,16.5,22.2,1,1,1,0,0,0
9606.ENSP00000261889,101.3,33,1,1,0,1,0,0
9606.ENSP00000237264,30.2,12.3,1,1,1,0,0,0
9606.ENSP00000266503,14.1,3.1,1,1,1,0,0,0
9606.ENSP00000435210,99.6,47.6,1,1,0,0,0,1
9606.ENSP00000336887,25.1,56.1,1,1,0,1,0,0
9606.ENSP00000265709,0,0.1,0,1,1,0,0,0
9606.ENSP00000226284,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000356134,30.9,28.5,1,1,0,1,0,0
9606.ENSP00000445408,36.2,37.7,1,1,0,1,0,0
9606.ENSP00000359393,148.7,100.9,1,1,1,0,0,0
9606.ENSP00000367721,42.2,9.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000363591,31.9,4.1,1,1,1,0,0,0
9606.ENSP00000363571,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000412869,0.5,1.9,1,1,0,0,1,0
9606.ENSP00000053867,232.7,76.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000033079,8.3,4.3,1,1,1,0,0,0
9606.ENSP00000264245,0,0.5,0,1,0,1,0,0
9606.ENSP00000337289,19.1,4.6,1,1,1,0,0,0
9606.ENSP00000234677,121.8,146.5,1,1,1,0,0,0
9606.ENSP00000341483,83.5,11.8,1,1,0,1,0,0
9606.ENSP00000347602,8.9,37.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000371559,75.7,11.1,1,1,1,0,0,0
9606.ENSP00000407509,19.9,13.8,1,1,0,0,1,0
9606.ENSP00000323580,11.5,19.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000262374,103.2,16.1,1,1,0,1,0,0
9606.ENSP00000438993,12.7,15.1,1,1,0,1,0,0
9606.ENSP00000222388,23.9,13.1,1,1,1,0,0,0
9606.ENSP00000035307,27.9,7.9,1,1,0,0,1,0
9606.ENSP00000035383,0,4.5,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000353910,19.1,1.8,1,1,0,1,0,0
9606.ENSP00000313454,14.2,22.7,1,1,1,0,0,0
9606.ENSP00000354952,4.9,0.2,1,1,0,0,1,0
9606.ENSP00000264649,21,28.6,1,1,0,0,1,0
9606.ENSP00000249636,14.5,31.8,1,1,0,0,1,0
9606.ENSP00000295736,8,4.1,1,1,1,0,0,0
9606.ENSP00000453293,0.1,1,1,1,0,0,1,0
9606.ENSP00000345083,95.4,64.7,1,1,1,0,0,0
9606.ENSP00000262103,0,0.1,0,1,1,0,0,0
9606.ENSP00000233143,2486.1,433.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000426421,5.3,5.9,1,1,1,0,0,0
9606.ENSP00000428968,16.8,38.1,1,1,0,1,0,0
9606.ENSP00000356563,19.1,22,1,1,0,0,1,0
9606.ENSP00000037243,144.5,151.9,1,1,0,1,0,0
9606.ENSP00000037502,0,0,0,0,1,0,0,0
9606.ENSP00000348471,16,8.3,1,1,1,0,0,0
9606.ENSP00000037869,129.4,61.4,1,1,0,0,1,0
9606.ENSP00000211998,33.5,27.6,1,1,0,1,0,0
9606.ENSP00000265036,43,0,1,0,1,0,0,0
9606.ENSP00000261891,0.1,1.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000411012,18.3,3.5,1,1,0,0,1,0
9606.ENSP00000355493,41.9,35,1,1,0,0,1,0
9606.ENSP00000265404,0,0,0,0,1,0,0,0
9606.ENSP00000262768,41.9,6.5,1,1,1,0,0,0
9606.ENSP00000371321,42.9,93.2,1,1,1,0,0,0
9606.ENSP00000377700,18.1,18.4,1,1,0,0,0,1
9606.ENSP00000264414,77.6,37,1,1,0,1,0,0
9606.ENSP00000262113,0,8.1,0,1,0,0,1,0
9606.ENSP00000039007,0.2,132.6,1,1,0,0,0,1
9606.ENSP00000261835,0,1.4,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000359837,18.5,12,1,1,1,0,0,0
9606.ENSP00000387549,0,0,0,0,1,0,0,0
9606.ENSP00000260187,11.5,22,1,1,0,0,1,0
9606.ENSP00000420194,0.1,0.1,1,1,1,0,0,0
9606.ENSP00000251412,24.4,2.7,1,1,0,0,1,0
9606.ENSP00000428223,146.2,127.2,1,1,0,0,1,0
9606.ENSP00000261937,0.4,0.8,1,1,1,0,0,0
9606.ENSP00000264670,66.4,28.3,1,1,0,0,0,1
9606.ENSP00000364742,8.2,9,1,1,0,0,1,0
9606.ENSP00000322956,15,9,1,1,0,0,1,0
9606.ENSP00000040663,12.7,10.4,1,1,0,1,0,0
9606.ENSP00000314441,31.2,6.9,1,1,0,1,0,0
9606.ENSP00000040584,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000264595,16.4,22.2,1,1,0,1,0,0
9606.ENSP00000264864,27.6,35.1,1,1,0,0,1,0
9606.ENSP00000040738,20,27.6,1,1,1,0,0,0
9606.ENSP00000325425,51.6,56.5,1,1,1,0,0,0
9606.ENSP00000061240,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000351811,30.4,0.1,1,1,0,1,0,0
9606.ENSP00000339299,12.3,13.8,1,1,0,1,0,0
9606.ENSP00000265077,2.4,3.4,1,1,1,0,0,0
9606.ENSP00000387122,15.4,12.7,1,1,0,0,1,0
9606.ENSP00000262101,2.6,2.3,1,1,1,0,0,0
9606.ENSP00000261769,30,52.7,1,1,0,0,1,0
9606.ENSP00000230640,35.4,26.9,1,1,0,0,0,1
9606.ENSP00000265104,0,8.2,0,1,1,0,0,0
9606.ENSP00000337159,10.9,14.7,1,1,1,0,0,0
9606.ENSP00000400099,23.1,7.9,1,1,0,0,1,0
9606.ENSP00000263413,0.2,327.4,1,1,0,1,0,0
9606.ENSP00000427123,21.8,19.6,1,1,1,0,0,0
9606.ENSP00000265007,0,0,0,0,1,0,0,0
9606.ENSP00000323511,15.7,15.8,1,1,0,1,0,0
9606.ENSP00000448310,0.5,0,1,0,1,0,0,0
9606.ENSP00000457991,6.3,3.8,1,1,1,0,0,0
9606.ENSP00000265295,37.5,2.7,1,1,0,1,0,0
9606.ENSP00000428756,24.7,56.2,1,1,0,1,0,0
9606.ENSP00000364295,25.3,8.7,1,1,1,0,0,0
9606.ENSP00000371294,18.4,6.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000043402,0.7,2.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000322579,49.5,13.3,1,1,0,0,1,0
9606.ENSP00000264463,0,0,0,0,1,0,0,0
9606.ENSP00000074304,8.3,3.2,1,1,1,0,0,0
9606.ENSP00000262094,0,0.6,0,1,0,1,0,0
9606.ENSP00000044462,257.8,222.9,1,1,0,0,1,0
9606.ENSP00000401633,0,5.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000265245,22.7,11.2,1,1,0,1,0,0
9606.ENSP00000381740,12.4,8.5,1,1,0,0,1,0
9606.ENSP00000265131,0.1,0,1,0,1,0,0,0
9606.ENSP00000054650,14.3,10.9,1,1,0,0,0,1
9606.ENSP00000332663,0.1,1.9,1,1,1,0,0,0
9606.ENSP00000337353,21.3,3.9,1,1,0,0,1,0
9606.ENSP00000478931,114.9,25.9,1,1,1,0,0,0
9606.ENSP00000377176,2.1,4.4,1,1,1,0,0,0
9606.ENSP00000251871,1.8,3.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000295802,54.3,48,1,1,0,0,1,0
9606.ENSP00000263867,22,1.1,1,1,1,0,0,0
9606.ENSP00000263270,179.6,342.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000305941,0,13,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000046087,0,0,0,0,1,0,0,0
9606.ENSP00000220616,0,0.4,0,1,1,0,0,0
9606.ENSP00000265769,0,0.7,0,1,1,0,0,0
9606.ENSP00000281437,0,0.2,0,1,1,0,0,0
9606.ENSP00000292782,14.1,50.4,1,1,0,0,1,0
9606.ENSP00000354425,8.5,2.9,1,1,1,0,0,0
9606.ENSP00000365514,2.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000046794,0,1.6,0,1,1,0,0,0
9606.ENSP00000321810,13.8,8.1,1,1,0,0,1,0
9606.ENSP00000358301,0.1,0.2,1,1,1,0,0,0
9606.ENSP00000361662,0,2.5,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000438788,32.5,1.5,1,1,0,1,0,0
9606.ENSP00000304669,170.2,65,1,1,0,0,1,0
9606.ENSP00000369274,21,41.6,1,1,0,0,0,1
9606.ENSP00000370021,2.2,40.4,1,1,0,1,0,0
9606.ENSP00000337451,0,0,0,0,0,0,1,0
9606.ENSP00000324173,1118.1,309.1,1,1,0,0,1,0
9606.ENSP00000261590,42.3,19.8,1,1,0,1,0,0
9606.ENSP00000369895,13.8,13.5,1,1,0,1,0,0
9606.ENSP00000344314,8.4,12.1,1,1,1,0,0,0
9606.ENSP00000316861,0.4,0.9,1,1,1,0,0,0
9606.ENSP00000354660,0,0,0,0,1,0,0,0
9606.ENSP00000288368,0,1,0,1,1,0,0,0
9606.ENSP00000350954,7.5,5.3,1,1,1,0,0,0
9606.ENSP00000161863,12,25.9,1,1,0,0,1,0
9606.ENSP00000401264,18.6,8.2,1,1,0,1,0,0
9606.ENSP00000352522,35,20.2,1,1,0,1,0,0
9606.ENSP00000370625,72,25.3,1,1,0,0,1,0
9606.ENSP00000443598,5.8,34.3,1,1,0,1,0,0
9606.ENSP00000302895,0.3,3,1,1,1,0,0,0
9606.ENSP00000356448,46.4,43.4,1,1,0,1,0,0
9606.ENSP00000264613,134.2,1435,1,1,1,0,0,0
9606.ENSP00000261588,7.4,1,1,1,0,0,1,0
9606.ENSP00000341680,22.8,6.5,1,1,0,1,0,0
9606.ENSP00000367879,0,0.9,0,1,1,0,0,0
9606.ENSP00000348453,0,0,0,0,1,0,0,0
9606.ENSP00000261250,7.3,3.4,1,1,0,1,0,0
9606.ENSP00000369380,38.3,52.1,1,1,1,0,0,0
9606.ENSP00000370242,2,7.1,1,1,0,0,1,0
9606.ENSP00000338967,0,0,0,0,0,0,0,1
9606.ENSP00000265018,0.1,2.5,1,1,1,0,0,0
9606.ENSP00000353375,99.6,55.5,1,1,1,0,0,0
9606.ENSP00000357484,35.7,39,1,1,0,1,0,0
9606.ENSP00000357494,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000003302,15.6,10.2,1,1,0,0,1,0
9606.ENSP00000408617,0,0.6,0,1,0,0,1,0
9606.ENSP00000309036,17.7,10,1,1,0,1,0,0
9606.ENSP00000480832,117.9,45.7,1,1,0,1,0,0
9606.ENSP00000403465,5.2,1.7,1,1,1,0,0,0
9606.ENSP00000251810,18.5,19.8,1,1,0,1,0,0
9606.ENSP00000376989,6.6,21.2,1,1,0,0,1,0
9606.ENSP00000053243,0,0.7,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000456480,5.4,4,1,1,0,1,0,0
9606.ENSP00000442786,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000053468,56,62.1,1,1,0,1,0,0
9606.ENSP00000377784,0,0,0,0,1,0,0,0
9606.ENSP00000311513,14.6,41.1,1,1,1,0,0,0
9606.ENSP00000478104,3.2,20.7,1,1,1,0,0,0
9606.ENSP00000443926,0,6,0,1,1,0,0,0
9606.ENSP00000277165,66.7,169.5,1,1,0,1,0,0
9606.ENSP00000387010,49.6,13.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000361834,28.7,0,1,0,1,0,0,0
9606.ENSP00000228280,2.3,0.4,1,1,1,0,0,0
9606.ENSP00000265038,10.3,9.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000370443,0.6,0.2,1,1,1,0,0,0
9606.ENSP00000473348,12.4,141.7,1,1,0,0,0,1
9606.ENSP00000054666,92.3,37.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000482093,2.5,23.9,1,1,0,0,0,1
9606.ENSP00000054668,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000478699,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000268933,1.6,0,1,0,1,0,0,0
9606.ENSP00000386043,2.2,11.3,1,1,1,0,0,0
9606.ENSP00000054950,44.7,49.6,1,1,0,1,0,0
9606.ENSP00000351807,0.8,3.6,1,1,1,0,0,0
9606.ENSP00000055077,37.3,14.7,1,1,1,0,0,0
9606.ENSP00000344546,23.5,45.7,1,1,1,0,0,0
9606.ENSP00000313854,65.7,95.5,1,1,0,0,1,0
9606.ENSP00000383199,167.2,45.2,1,1,1,0,0,0
9606.ENSP00000365380,0.2,1.2,1,1,1,0,0,0
9606.ENSP00000055335,0.8,2.3,1,1,0,0,1,0
9606.ENSP00000261416,93,66.4,1,1,0,1,0,0
9606.ENSP00000370013,2.8,6.6,1,1,0,0,1,0
9606.ENSP00000055682,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000450749,43.8,39.7,1,1,0,0,1,0
9606.ENSP00000379762,0,0.3,0,1,0,0,1,0
9606.ENSP00000056217,0.4,6.9,1,1,0,0,1,0
9606.ENSP00000056233,16.8,0,1,0,1,0,0,0
9606.ENSP00000368468,18.5,86.8,1,1,1,0,0,0
9606.ENSP00000378400,21.8,17,1,1,1,0,0,0
9606.ENSP00000389903,30.8,20.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000405812,0.1,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000354360,3.2,0.9,1,1,1,0,0,0
9606.ENSP00000349003,0,0,0,0,1,0,0,0
9606.ENSP00000426613,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000394560,43.6,14.8,1,1,1,0,0,0
9606.ENSP00000375069,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000391669,44.7,21,1,1,0,1,0,0
9606.ENSP00000265978,7.3,17.3,1,1,0,1,0,0
9606.ENSP00000409555,128.1,155.4,1,1,0,0,1,0
9606.ENSP00000439937,31.1,0.5,1,1,1,0,0,0
9606.ENSP00000372088,26,0.1,1,1,1,0,0,0
9606.ENSP00000264233,5.7,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000289153,21.4,17.8,1,1,0,0,1,0
9606.ENSP00000261623,674.1,22.1,1,1,1,0,0,0
9606.ENSP00000265097,80.4,3.6,1,1,0,1,0,0
9606.ENSP00000475750,42.5,620.7,1,1,0,0,1,0
9606.ENSP00000475489,13.9,19.5,1,1,1,0,0,0
9606.ENSP00000404296,10.3,33,1,1,0,1,0,0
9606.ENSP00000319730,6.3,12.6,1,1,1,0,0,0
9606.ENSP00000358541,14.7,47.5,1,1,0,0,1,0
9606.ENSP00000446184,37.3,7.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000264433,13.7,93,1,1,0,0,0,1
9606.ENSP00000261507,143.6,471.9,1,1,0,0,1,0
9606.ENSP00000039989,24.6,44.3,1,1,0,1,0,0
9606.ENSP00000332744,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000265342,1.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000343288,41.4,84.1,1,1,0,1,0,0
9606.ENSP00000344071,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000235835,75.7,103.9,1,1,0,0,0,1
9606.ENSP00000364320,69.3,18.8,1,1,1,0,0,0
9606.ENSP00000062104,2.5,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000263897,27.1,59.2,1,1,0,0,1,0
9606.ENSP00000328118,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000337501,0.5,0,1,0,1,0,0,0
9606.ENSP00000324532,1.8,1,1,1,0,0,1,0
9606.ENSP00000261558,14.7,30.9,1,1,0,0,1,0
9606.ENSP00000426654,17.5,5.6,1,1,1,0,0,0
9606.ENSP00000155840,0.4,0,1,0,0,0,1,0
9606.ENSP00000480332,73,57,1,1,0,0,1,0
9606.ENSP00000346634,88.6,76.8,1,1,0,0,0,1
9606.ENSP00000247665,343.1,203.1,1,1,0,0,1,0
9606.ENSP00000347213,34.3,0.8,1,1,1,0,0,0
9606.ENSP00000263636,0.1,0.3,1,1,1,0,0,0
9606.ENSP00000264183,10.4,26.8,1,1,0,1,0,0
9606.ENSP00000355512,7.8,23.2,1,1,0,0,1,0
9606.ENSP00000355499,2.4,29.9,1,1,0,1,0,0
9606.ENSP00000295718,0.4,0.3,1,1,1,0,0,0
9606.ENSP00000438468,1.5,1.6,1,1,0,0,0,1
9606.ENSP00000263934,26.3,31.1,1,1,0,0,1,0
9606.ENSP00000370256,2.3,0.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000336724,27.6,6.9,1,1,1,0,0,0
9606.ENSP00000350719,0.9,26.9,1,1,1,0,0,0
9606.ENSP00000330278,2.7,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000342481,20,10.8,1,1,1,0,0,0
9606.ENSP00000360310,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000064571,0,1.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000263671,0.5,115.8,1,1,0,0,1,0
9606.ENSP00000064778,12.3,15.8,1,1,1,0,0,0
9606.ENSP00000064780,4.5,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000261304,0,5.5,0,1,0,0,1,0
9606.ENSP00000264279,161.1,45.6,1,1,0,0,1,0
9606.ENSP00000383866,77.5,58,1,1,0,0,1,0
9606.ENSP00000262186,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000326804,59.7,40.2,1,1,1,0,0,0
9606.ENSP00000341597,10.5,20.7,1,1,0,0,1,0
9606.ENSP00000444645,31.7,25.4,1,1,0,1,0,0
9606.ENSP00000356426,39.7,37.9,1,1,0,0,1,0
9606.ENSP00000356389,30.9,37.8,1,1,1,0,0,0
9606.ENSP00000233057,16.2,21.4,1,1,0,0,1,0
9606.ENSP00000441214,46.7,13,1,1,0,0,1,0
9606.ENSP00000262189,5.2,37.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000359621,0,0.1,0,1,1,0,0,0
9606.ENSP00000384040,0,0,0,0,0,0,1,0
9606.ENSP00000338173,60.2,48.6,1,1,0,0,1,0
9606.ENSP00000339844,94.7,95,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000266041,0.9,93,1,1,1,0,0,0
9606.ENSP00000273283,6.8,803.2,1,1,1,0,0,0
9606.ENSP00000406598,17.9,48,1,1,1,0,0,0
9606.ENSP00000265069,62.3,33.7,1,1,0,0,0,1
9606.ENSP00000360017,1.9,1.8,1,1,0,0,1,0
9606.ENSP00000307822,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000324403,0,0,0,0,1,0,0,0
9606.ENSP00000362994,0.3,0.8,1,1,1,0,0,0
9606.ENSP00000362774,20.2,15.8,1,1,0,1,0,0
9606.ENSP00000288167,72.1,12.3,1,1,0,0,0,1
9606.ENSP00000357750,11.7,4.6,1,1,0,0,1,0
9606.ENSP00000370555,31.8,17.8,1,1,0,1,0,0
9606.ENSP00000321573,40.3,18.6,1,1,0,0,1,0
9606.ENSP00000283752,0,0,0,0,1,0,0,0
9606.ENSP00000356591,36.5,18.7,1,1,1,0,0,0
9606.ENSP00000070846,37.7,37.3,1,1,1,0,0,0
9606.ENSP00000263187,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000364731,18.5,120.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000369538,371,145.9,1,1,1,0,0,0
9606.ENSP00000358092,0,1.1,0,1,0,0,1,0
9606.ENSP00000358072,7,23.9,1,1,1,0,0,0
9606.ENSP00000261226,0,0.6,0,1,0,1,0,0
9606.ENSP00000246151,54.6,35.5,1,1,1,0,0,0
9606.ENSP00000383973,34.8,12.4,1,1,0,1,0,0
9606.ENSP00000263966,17.6,5.8,1,1,1,0,0,0
9606.ENSP00000321195,7.1,14.8,1,1,1,0,0,0
9606.ENSP00000264144,0.1,0,1,0,1,0,0,0
9606.ENSP00000369390,0.3,11.7,1,1,0,0,1,0
9606.ENSP00000243253,274.6,95.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000389168,24.4,26.7,1,1,1,0,0,0
9606.ENSP00000405963,0.1,0,1,0,0,1,0,0
9606.ENSP00000379098,0.3,3.7,1,1,1,0,0,0
9606.ENSP00000364691,1,1.3,1,1,1,0,0,0
9606.ENSP00000299853,81.9,12.6,1,1,0,1,0,0
9606.ENSP00000350310,5,14.1,1,1,0,0,1,0
9606.ENSP00000438527,18.5,0.2,1,1,1,0,0,0
9606.ENSP00000283109,29.9,10.3,1,1,1,0,0,0
9606.ENSP00000072644,12.4,19.7,1,1,0,0,1,0
9606.ENSP00000360483,34.6,6.5,1,1,1,0,0,0
9606.ENSP00000265022,2.9,0,1,0,1,0,0,0
9606.ENSP00000399938,17,4.7,1,1,0,0,1,0
9606.ENSP00000301712,9.5,4.5,1,1,1,0,0,0
9606.ENSP00000389414,0.6,7.3,1,1,1,0,0,0
9606.ENSP00000263549,6.7,10.6,1,1,0,1,0,0
9606.ENSP00000360268,191.9,23.5,1,1,1,0,0,0
9606.ENSP00000040877,10,5.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000263985,43.1,17.9,1,1,0,0,1,0
9606.ENSP00000264444,6.2,4.7,1,1,1,0,0,0
9606.ENSP00000261211,11.3,11.2,1,1,0,1,0,0
9606.ENSP00000320650,7.3,74.8,1,1,0,0,0,1
9606.ENSP00000075120,202,2.6,1,1,1,0,0,0
9606.ENSP00000020673,0.1,1.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000484525,13.6,4.3,1,1,0,0,1,0
9606.ENSP00000228251,91.2,21,1,1,0,0,1,0
9606.ENSP00000075503,0.2,0,1,0,1,0,0,0
9606.ENSP00000341292,44.2,65.3,1,1,0,1,0,0
9606.ENSP00000265872,54.5,36.4,1,1,0,0,0,1
9606.ENSP00000290291,96.7,41.8,1,1,0,0,0,1
9606.ENSP00000262958,0,0.1,0,1,1,0,0,0
9606.ENSP00000078445,23.1,82.9,1,1,0,1,0,0
9606.ENSP00000363260,9.1,15,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000334941,38.7,4,1,1,0,0,1,0
9606.ENSP00000263694,83.3,23.5,1,1,0,0,1,0
9606.ENSP00000261655,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000359114,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000382241,17,9.3,1,1,0,1,0,0
9606.ENSP00000354223,194,463.6,1,1,0,0,0,1
9606.ENSP00000333664,141.7,791.9,1,1,0,0,0,1
9606.ENSP00000443459,29.4,0.4,1,1,1,0,0,0
9606.ENSP00000080059,9.7,1.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000370981,0.1,0,1,0,0,0,1,0
9606.ENSP00000384725,0,0.4,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000426653,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000363391,7.5,5.6,1,1,1,0,0,0
9606.ENSP00000354251,80.7,35.9,1,1,0,1,0,0
9606.ENSP00000081029,103,72.6,1,1,1,0,0,0
9606.ENSP00000264424,0,1.1,0,1,0,1,0,0
9606.ENSP00000437738,31.2,12,1,1,0,0,1,0
9606.ENSP00000371341,12.5,14.4,1,1,0,0,1,0
9606.ENSP00000377250,10.7,31.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000264012,0.1,0,1,0,1,0,0,0
9606.ENSP00000370519,0,0.6,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000264779,50.3,40.5,1,1,0,0,1,0
9606.ENSP00000228027,61.3,104.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000337081,1.9,0.2,1,1,1,0,0,0
9606.ENSP00000342056,267.1,24.3,1,1,0,0,1,0
9606.ENSP00000263800,0,0.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000318158,263.8,13.2,1,1,1,0,0,0
9606.ENSP00000290246,26.9,1.8,1,1,1,0,0,0
9606.ENSP00000298767,38.8,52.6,1,1,0,1,0,0
9606.ENSP00000262291,127.9,86.5,1,1,0,1,0,0
9606.ENSP00000083182,23.3,18.5,1,1,1,0,0,0
9606.ENSP00000406046,45.2,1.4,1,1,0,1,0,0
9606.ENSP00000312942,0,0.1,0,1,1,0,0,0
9606.ENSP00000388806,489,209.4,1,1,1,0,0,0
9606.ENSP00000338627,1.2,4.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000379946,4,3.7,1,1,0,0,1,0
9606.ENSP00000245222,13.6,18.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000447001,2329.4,1599.2,1,1,0,1,0,0
9606.ENSP00000084798,0.4,58.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000085068,135,299.9,1,1,0,0,0,1
9606.ENSP00000307863,195.6,24.2,1,1,0,0,1,0
9606.ENSP00000406209,75.4,103.9,1,1,1,0,0,0
9606.ENSP00000314343,27.4,49.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000323816,0.5,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000086933,0,0,0,0,1,0,0,0
9606.ENSP00000359271,8.2,27.2,1,1,0,1,0,0
9606.ENSP00000359417,9.2,7.6,1,1,0,1,0,0
9606.ENSP00000264039,27.1,20.3,1,1,1,0,0,0
9606.ENSP00000238561,6.9,5.2,1,1,1,0,0,0
